raw_text,aspectTerms,aspectCategories
"I am able to get work done with this MAC, without struggling like I did with my old PC laptop.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I am definitely convinced, and not going back to PCs for home use!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I am now frustrated that I still have to use my work-issued Windows laptop!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I babyed the heck out of it and I still do.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I bought a protector for my keypad and it works great :),"[{'term': 'protector', 'polarity': 'neutral'}, {'term': 'key pad', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I bought my MacBook a few months ago and it has been my baby ever since.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I bought the first Asus laptop in San Francisco, returned it in Santa Maria, thinking it was just a problem with that computer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I bought this laptop while on a business trip to keep up with my email.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I bought this notebook and only had it for 3 months If it is overloaded with updates the BOOT MGR.,"[{'term': 'BOOT MGR', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I brought it back to Best Buy where they were so helpful and immediately gave me a new one.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I brought this laptop last Friday, and originally it worked fantastic.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I burned my leg, after lifting it from my desk, and for less than 5 seconds putting it on my lap to clean my coffee table, so I can place it there.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I can hardly use any USB devices because they do not stay connected properly.,"[{'term': 'usb devices', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I can hardly wait to see what's around the next corner.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I checked around before making a purchase.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I consider myself an average user, and this computer serves my need.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I considered I may have too much on the computer, but after looking, there was plenty of space, and that is not the issue.","[{'term': 'space', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I constantly had to send my laptop in for services every 3 months, and it always seems to be the same problem that they said they had already fixed.","[{'term': 'services', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I don't like this company nor the Toshiba brand, and I'll never buy another one because I've put more into it than it is worth.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I don't understand how anyone can think this is a great product worth purchasing.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I don't understand why I decided to spend twice as much on a laptop instead of a desktop when my laptop is completely immobile.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I don't use my laptop in a way though that needs a long battery life, so it's perfect for me.","[{'term': 'battery life', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I dont like the fact that apples generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,"[{'term': 'safari', 'polarity': 'negative'}, {'term': 'safari', 'polarity': 'negative'}, {'term': 'Mozzilla firfox', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I dropped this once from the table when my baby girl grabbed me one day and it's still working with no issues!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I enjoy very much my new Toshiba, purchased specifically for attending online schooling.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I especially like the keyboard which has chiclet-type keys.,"[{'term': 'keyboard', 'polarity': 'positive'}, {'term': 'keys', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band, and more!","[{'term': 'features', 'polarity': 'positive'}, {'term': 'iChat', 'polarity': 'positive'}, {'term': 'Photobooth', 'polarity': 'positive'}, {'term': 'garage band', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I feel that it was poorly put together, because once in a while different plastic\u00a0pieces\u00a0would come off of it.","[{'term': 'plastic\xa0pieces', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I fine Apple MC373LL/A 2.66 GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I genuinely love my mac, thats why I am a self proclaimed mac addict.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I give this laptop a five-star review; I love it and it has done charms for me.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I give up on my data, I just want a computer reasonably fast...","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I had intended to purchase the NB205 and accidentally bought this one (long story).,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I had my iWork, iTunes, Email, Microsoft Office, network, and printers set up and fully operational within an hour.","[{'term': 'IWORKS', 'polarity': 'positive'}, {'term': 'Itunes', 'polarity': 'positive'}, {'term': 'MS Office', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I had never owned a Mac before.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I had the bulk of problems with my laptop within the first six months.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I had to have this computer fixed twice in the first 5 months after purchasing it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I happened to buy a defective blood pressure monitor a week ago at the Bukit Batok Polyclinic NHG Pharmacy a week ago.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I have had this laptop for a few months now and I would say I'm pretty satisfied.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more than 4 months!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I have never had it crash, randomly turn off.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I have no idea how to burn CDs or to use the webcam, just for starters.","[{'term': 'web cam', 'polarity': 'neutral'}, {'term': ""burn cd's"", 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I have used a computer at work, but having your own personal laptop is AWESOME!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I hesitated to acquire this computer, but it has proven to be an excellent decision.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating, without skipping a beat.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I initially purchased the Dell model '1764' on April 6, 201.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesn't suck total monkey balls.","[{'term': 'price', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I like this machine because it's very lightweight...,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I looked around and based off my price/features comparison from a brand I trusted, I landed here.","[{'term': 'price', 'polarity': 'neutral'}, {'term': 'features', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I love this product because it is Toshiba and it's 15.6"".","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I love ths notebook.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I love to use it it is easy and light.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I loved it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I made a photo book as a gift, on my computer, pushed ""Buy,"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.","[{'term': 'iTunes', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,"[{'term': 'charge', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should fix all the bugs in Vista before investing in a new system.","[{'term': 'Windows 7', 'polarity': 'neutral'}, {'term': 'Vista', 'polarity': 'neutral'}, {'term': 'Vista', 'polarity': 'negative'}, {'term': 'windows', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I own other Macs but always find myself navigating to the MacBook Pro to get my work done.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I plan to update this in the next few hours, as I intend to install my own copy of Windows 7.","[{'term': 'Windows 7', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I propose that they can just swap the hard drives.,"[{'term': 'hard drives', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I purchased a wireless mouse for it but don't always carry it with me.,"[{'term': 'cordless mouse', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I purchased an HP Pavilion DV4-1222nr laptop and have experienced numerous issues with the computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I really like the textured surface which shows no fingerprints.,"[{'term': 'surface', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I received a mac as my HS graduation gift.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I researched netbooks and came across the Toshiba NB305-N410BL.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I responded that I do not have the old computer...,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I returned it to Toshiba twice they covered it under the  warranty.,"[{'term': 'warranty', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I returned it to Walmart.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I returned the computer to HP, and they kept it for 3 months.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I returned the laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working, and USB ports inoperative.","[{'term': 'keyboard', 'polarity': 'negative'}, {'term': 'speaker grill', 'polarity': 'negative'}, {'term': 'buttons', 'polarity': 'negative'}, {'term': 'USB ports', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I saw Walmart had the same computer for about $650, but still knowing what I know now, I would not buy it at that price.","[{'term': 'price', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I setup my password last night with the password on my other computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I spent 3-4 years researching laptop brands and prices.,"[{'term': 'prices', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I think the manual is somewhere on the hard drive, but I would rather have a hard copy.","[{'term': 'manual', 'polarity': 'neutral'}, {'term': 'hard drive', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I took it to a friend who temporary fixed it and I finally paid about 1500 for the extended warranty.,"[{'term': 'extended warranty', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I tried to use it today, and I couldn't log in.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I upgraded its RAM to 2GB, I am very happy with it.","[{'term': 'RAM', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I use a cooling pad but it doesn't work.,"[{'term': 'cooling pad', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I use my friends and family's $2000 laptops, and they are fast and reliable, but HP, well, I'll never buy or recommend an HP to anyone!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I utilize Windows via Boot Camp for a few programs that I prefer not to purchase a Mac version of, such as my CAD programs.","[{'term': 'windows', 'polarity': 'neutral'}, {'term': 'programs', 'polarity': 'neutral'}, {'term': 'cad programs', 'polarity': 'neutral'}, {'term': 'bootcamp', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I was content with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,"[{'term': 'Toshiba Warranty', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I was ready to take it back for a refund, but the Geek Squad came through and pointed me in the right direction to get it fixed.","[{'term': 'Geek Squad', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I was searching for a mac which is portable and has all the features that I was looking for.,"[{'term': 'features', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I was sorely disappointed to discover that HP (what I thought was a reputable company) wouldn't honor the warranty when the fan blade fell apart.,"[{'term': 'warrenty', 'polarity': 'negative'}, {'term': 'fan blade', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I was surprised with the performance and quality of this HP Laptop.,"[{'term': 'Quality Display', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I was unable to find a phone number anywhere to speak to a live person for tech support and had to resort to their online chat.,"[{'term': 'tech support', 'polarity': 'negative'}, {'term': 'online chat', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I was wrong!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I went with him, and we picked this one.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I will definitely purchase a Mac again if and when this computer malfunctions.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I will never buy an HP again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,"[{'term': 'costs', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I would definitely recommend this if you are in the market for an easy to use, stylish, fun, awesome computer.","[{'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I would highly recommend this one to my friends.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I would never recommend this computer to another person as it was awful.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I would purchase this laptop repeatedly!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I would really recommend to any person out there to get this laptop because it's really worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I would recommend it just because of the internet speed, probably because that's the only thing I really care about.","[{'term': 'internet speed', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I would tell the technician I knew exactly what was wrong with it, but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.","[{'term': 'technician', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I'm an excellent touch typist, and my hands are very sensitive too.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I'm pretty sure it's not Newegg's fault but when you turn on a computer you just bought, you want it to at least get to the desktop.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I'm so glad I chose a Mac over another PC!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I'm stuck with a broken computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I'm tired of the incompetent service.,"[{'term': 'service', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I'm very happy with this computer!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I've already recommended this laptop to a friend who eyed the computer when I took it out of my bag.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I've attempted to switch back to XL but there are still issues.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I've been having endless problems since I bought the computer - only 1 month ago.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"I've had the netbook for 2 months, and I adore it. I've read some reviews claiming that netbooks are sluggish, but it doesn't seem any slower than the other computers I use.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I've had to contact tech support many times.,"[{'term': 'tech support', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I've owned Apple computers and laptops for as long as I could remember.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
I've owned my MacBook Pro for three years now and still adore it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If I had to buy another computer, I would most definitely buy an Acer one computer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If I have a problem with any of my Apple items, I make an appointment at one of my local stores, and they work on correcting it right there.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If it's not shipped on the next business day, and the call is made on a Friday when they are closed on weekends, what should be the next course of action?","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If you accidentally brush against this device while typing, chaos may ensue.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.","[{'term': 'battery life', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
If you check you will find the same notebook with the above missing ports and a dual-core AMD or Intel processor.,"[{'term': 'ports', 'polarity': 'neutral'}, {'term': 'processor', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If you shop around in the current market, you can find a much better deal.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If you want something reliable, this is the laptop for you.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"If you're not planning to be mobile, this is a great laptop for a desk setup.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"In 5 months, the connect quality got worse and worse.","[{'term': 'connect quality', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"In early May I received it back, and this time I only had it back for 1 day before it had a new issue, so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days, and it was supposed to be fixed, by a ""Senior Tech"".","[{'term': 'Senior Tech', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"In my opinion, it was not as user friendly as I expected either.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"In the first month of owning this computer, its hard drive failed and had to be replaced.","[{'term': 'hardrive', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Info: Windows failed to load because the kernel is missing or corrupt.,"[{'term': 'Windows', 'polarity': 'negative'}, {'term': 'kernal', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Instead of going with Toshiba again, I opted for an Asus G73JH-x3.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Instead, it is sitting in West Virginia waiting for UPS to take two days to send me a box and two days for them to ship the computer some 691 miles by air? to Louisville Ky.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Iphoto is excellent for adding pictures directly to Facebook and other social networking sites.,"[{'term': 'Iphoto', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It also lacks bluetooth.,"[{'term': 'bluetooth', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It cannot retain the correct date and time I set.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It crashed on me while running basic Chrome.,"[{'term': 'Chrome', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It doesn't overheat or make any loud noises.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It doesn't work worth a damn.,"[{'term': 'work', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It drives me crazy when I want to download a game or something of that nature and I can't play it because it's not compatible with the software.,"[{'term': 'software', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It had the full-sized touchpad with 2 buttons instead of just one.,"[{'term': 'touch pad', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It has a .1 GHz faster processor and a stock 500GB hard drive.,"[{'term': 'processor', 'polarity': 'positive'}, {'term': '500gb hard drive', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It has come into good use for my finances, scheduling, my parent's business expenses, and it is definitely amazing for gaming.","[{'term': 'gaming', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It has far exceeded my expectations for power, storage, and ability.","[{'term': 'power', 'polarity': 'positive'}, {'term': 'storage', 'polarity': 'positive'}, {'term': 'abilitiy', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It has had some problems.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It is an amazing image and it too is holding up quite nicely to little hands grabbing the back of my laptop.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is easy to use, fast, and has great graphics for the money.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It is extremely user-friendly and intuitive.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is fast booting up, shutting down, and connection with the internet.","[{'term': 'connection with the internet', 'polarity': 'positive'}, {'term': 'booting up', 'polarity': 'positive'}, {'term': 'shutting down', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is loaded with programs that are of no good for the average user, that makes it run way too slow.","[{'term': 'programs', 'polarity': 'negative'}, {'term': 'run', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It is not easy to carry.,"[{'term': 'carry', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is not even a year old yet, so I would definitely not recommend it to anyone.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.","[{'term': 'quality', 'polarity': 'positive'}, {'term': 'GUI', 'polarity': 'positive'}, {'term': 'applications', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is stamped and not in pieces, therefore it is a stronger and more resilient frame.","[{'term': 'frame', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It is the easiest computer I have ever used.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It is the worst laptop ever.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no repercussions yet.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It is very user-friendly and not hard to figure out at all.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It outperforms any other laptop on the market today.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
